"Path","Status","Confidence","Reason","SizeBytes","Modified"
"RELEASE_2.16.6.md","ARCHIVE_CANDIDATE","HIGH","Historisches Release-Werkzeug oder Release-Notiz.","1397","2026-07-14 12:06:10"
"data/asset_meta.json","REVIEW","MEDIUM","Laufzeitdaten: vor Archivierung prÃ¼fen, ob benutzerspezifisch oder generiert.","573","2026-07-14 18:36:44"
"data/banner_profiles.json","REVIEW","MEDIUM","Laufzeitdaten: vor Archivierung prÃ¼fen, ob benutzerspezifisch oder generiert.","13621","2026-07-13 11:43:43"
"data/card_values.json","REVIEW","MEDIUM","Laufzeitdaten: vor Archivierung prÃ¼fen, ob benutzerspezifisch oder generiert.","1561","2026-07-14 12:09:13"
"data/config.json","REVIEW","MEDIUM","Laufzeitdaten: vor Archivierung prÃ¼fen, ob benutzerspezifisch oder generiert.","1321","2026-07-15 14:19:53"
"data/favorites.json","REVIEW","MEDIUM","Laufzeitdaten: vor Archivierung prÃ¼fen, ob benutzerspezifisch oder generiert.","467","2026-07-13 11:43:43"
"data/quick_cards_workflow.json","REVIEW","MEDIUM","Laufzeitdaten: vor Archivierung prÃ¼fen, ob benutzerspezifisch oder generiert.","143","2026-07-14 18:13:56"
"data/README.md","REVIEW","MEDIUM","Laufzeitdaten: vor Archivierung prÃ¼fen, ob benutzerspezifisch oder generiert.","247","2026-07-13 11:43:43"
"data/template_profiles.json","REVIEW","MEDIUM","Laufzeitdaten: vor Archivierung prÃ¼fen, ob benutzerspezifisch oder generiert.","8576","2026-07-13 11:43:43"
"data/templates/.deleted_templates","REVIEW","MEDIUM","Laufzeitdaten: vor Archivierung prÃ¼fen, ob benutzerspezifisch oder generiert.","162","2026-07-13 11:43:43"
"data/templates/.legacy_import_done","REVIEW","MEDIUM","Laufzeitdaten: vor Archivierung prÃ¼fen, ob benutzerspezifisch oder generiert.","4","2026-07-13 11:43:43"
"data/templates/Default_Stream_Plan/background.png","REVIEW","MEDIUM","Laufzeitdaten: vor Archivierung prÃ¼fen, ob benutzerspezifisch oder generiert.","2473776","2026-07-13 11:43:43"
"data/templates/Default_Stream_Plan/template.json","REVIEW","MEDIUM","Laufzeitdaten: vor Archivierung prÃ¼fen, ob benutzerspezifisch oder generiert.","799","2026-07-14 12:47:42"
"data/templates/New_08072026/background.png","REVIEW","MEDIUM","Laufzeitdaten: vor Archivierung prÃ¼fen, ob benutzerspezifisch oder generiert.","2131526","2026-07-13 11:43:43"
"data/templates/New_08072026/template.json","REVIEW","MEDIUM","Laufzeitdaten: vor Archivierung prÃ¼fen, ob benutzerspezifisch oder generiert.","1096","2026-07-13 11:43:43"
"data/templates/New_Template/background.png","REVIEW","MEDIUM","Laufzeitdaten: vor Archivierung prÃ¼fen, ob benutzerspezifisch oder generiert.","2559626","2026-07-13 11:43:43"
"data/templates/New_Template/template.json","REVIEW","MEDIUM","Laufzeitdaten: vor Archivierung prÃ¼fen, ob benutzerspezifisch oder generiert.","1087","2026-07-13 11:43:43"
"data/templates/next_show_test_test/background.png","REVIEW","MEDIUM","Laufzeitdaten: vor Archivierung prÃ¼fen, ob benutzerspezifisch oder generiert.","2131526","2026-07-13 11:43:44"
"data/templates/next_show_test_test/template.json","REVIEW","MEDIUM","Laufzeitdaten: vor Archivierung prÃ¼fen, ob benutzerspezifisch oder generiert.","1358","2026-07-13 11:43:44"
"data/templates/now_showing/background.png","REVIEW","MEDIUM","Laufzeitdaten: vor Archivierung prÃ¼fen, ob benutzerspezifisch oder generiert.","1800039","2026-07-13 11:43:44"
"data/templates/now_showing/template.json","REVIEW","MEDIUM","Laufzeitdaten: vor Archivierung prÃ¼fen, ob benutzerspezifisch oder generiert.","2718","2026-07-13 11:43:44"
"data/templates/Test/background.png","REVIEW","MEDIUM","Laufzeitdaten: vor Archivierung prÃ¼fen, ob benutzerspezifisch oder generiert.","2131526","2026-07-13 11:43:44"
"data/templates/Test/template.json","REVIEW","MEDIUM","Laufzeitdaten: vor Archivierung prÃ¼fen, ob benutzerspezifisch oder generiert.","1080","2026-07-13 11:43:44"
"data/templates/test_zoom_etc/background.png","REVIEW","MEDIUM","Laufzeitdaten: vor Archivierung prÃ¼fen, ob benutzerspezifisch oder generiert.","2131526","2026-07-13 11:43:44"
"data/templates/test_zoom_etc/template.json","REVIEW","MEDIUM","Laufzeitdaten: vor Archivierung prÃ¼fen, ob benutzerspezifisch oder generiert.","1370","2026-07-13 11:43:44"
"data/templates/this_week/background.png","REVIEW","MEDIUM","Laufzeitdaten: vor Archivierung prÃ¼fen, ob benutzerspezifisch oder generiert.","2155886","2026-07-13 11:43:44"
"data/templates/this_week/template.json","REVIEW","MEDIUM","Laufzeitdaten: vor Archivierung prÃ¼fen, ob benutzerspezifisch oder generiert.","3388","2026-07-13 11:43:44"
"data/templates/zoom_test_2/background.png","REVIEW","MEDIUM","Laufzeitdaten: vor Archivierung prÃ¼fen, ob benutzerspezifisch oder generiert.","2344439","2026-07-13 11:43:44"
"data/templates/zoom_test_2/template.json","REVIEW","MEDIUM","Laufzeitdaten: vor Archivierung prÃ¼fen, ob benutzerspezifisch oder generiert.","1093","2026-07-13 11:43:44"
"data/templates/zoom_test_3/background.png","REVIEW","MEDIUM","Laufzeitdaten: vor Archivierung prÃ¼fen, ob benutzerspezifisch oder generiert.","2131526","2026-07-13 11:43:44"
"data/templates/zoom_test_3/template.json","REVIEW","MEDIUM","Laufzeitdaten: vor Archivierung prÃ¼fen, ob benutzerspezifisch oder generiert.","1464","2026-07-13 11:43:44"
"data/workspace_state.json","REVIEW","MEDIUM","Laufzeitdaten: vor Archivierung prÃ¼fen, ob benutzerspezifisch oder generiert.","176","2026-07-15 14:36:38"
"docs/00_PROJECT_VISION.md","REVIEW","MEDIUM","Dokumentation ohne eindeutiges Aktiv-/Archiv-Signal; Inhalt prÃ¼fen.","688","2026-07-13 11:43:44"
"docs/01_DEVELOPMENT_RULES.md","REVIEW","MEDIUM","Dokumentation ohne eindeutiges Aktiv-/Archiv-Signal; Inhalt prÃ¼fen.","452","2026-07-13 11:43:44"
"docs/01_GITHUB_SETUP.md","REVIEW","MEDIUM","Dokumentation ohne eindeutiges Aktiv-/Archiv-Signal; Inhalt prÃ¼fen.","220","2026-07-13 11:43:44"
"docs/02_PROJECT_BOARD.md","REVIEW","MEDIUM","Dokumentation ohne eindeutiges Aktiv-/Archiv-Signal; Inhalt prÃ¼fen.","189","2026-07-13 11:43:44"
"docs/03_LABELS.md","REVIEW","MEDIUM","Dokumentation ohne eindeutiges Aktiv-/Archiv-Signal; Inhalt prÃ¼fen.","190","2026-07-13 11:43:44"
"docs/04_MILESTONES.md","REVIEW","MEDIUM","Dokumentation ohne eindeutiges Aktiv-/Archiv-Signal; Inhalt prÃ¼fen.","146","2026-07-13 11:43:44"
"docs/05_GITHUB_WORKFLOW.md","REVIEW","MEDIUM","Dokumentation ohne eindeutiges Aktiv-/Archiv-Signal; Inhalt prÃ¼fen.","265","2026-07-13 11:43:44"
"docs/batch_import_sample.csv","REVIEW","MEDIUM","Dokumentation ohne eindeutiges Aktiv-/Archiv-Signal; Inhalt prÃ¼fen.","124","2026-07-13 11:43:44"
"docs/BUILD.md","REVIEW","MEDIUM","Dokumentation ohne eindeutiges Aktiv-/Archiv-Signal; Inhalt prÃ¼fen.","53","2026-07-13 11:43:44"
"docs/caption_library.json","REVIEW","MEDIUM","Dokumentation ohne eindeutiges Aktiv-/Archiv-Signal; Inhalt prÃ¼fen.","1090","2026-07-13 11:43:44"
"docs/CODE_STYLE.md","REVIEW","MEDIUM","Dokumentation ohne eindeutiges Aktiv-/Archiv-Signal; Inhalt prÃ¼fen.","96","2026-07-13 11:43:44"
"docs/CONTRIBUTING.md","REVIEW","MEDIUM","Dokumentation ohne eindeutiges Aktiv-/Archiv-Signal; Inhalt prÃ¼fen.","60","2026-07-13 11:43:44"
"docs/DEVELOPMENT_WORKFLOW.md","REVIEW","MEDIUM","Dokumentation ohne eindeutiges Aktiv-/Archiv-Signal; Inhalt prÃ¼fen.","112","2026-07-13 11:43:44"
"docs/KNOWN_ISSUES.md","REVIEW","MEDIUM","Dokumentation ohne eindeutiges Aktiv-/Archiv-Signal; Inhalt prÃ¼fen.","271","2026-07-13 11:43:44"
"docs/README.md","REVIEW","MEDIUM","Dokumentation ohne eindeutiges Aktiv-/Archiv-Signal; Inhalt prÃ¼fen.","161","2026-07-13 11:43:44"
"docs/RELEASE_CHECKLIST.md","REVIEW","MEDIUM","Dokumentation ohne eindeutiges Aktiv-/Archiv-Signal; Inhalt prÃ¼fen.","384","2026-07-13 11:43:44"
"docs/RENDERING_FOUNDATION.md","REVIEW","MEDIUM","Dokumentation ohne eindeutiges Aktiv-/Archiv-Signal; Inhalt prÃ¼fen.","1189","2026-07-13 11:43:44"
"docs/requirements.txt","REVIEW","MEDIUM","Dokumentation ohne eindeutiges Aktiv-/Archiv-Signal; Inhalt prÃ¼fen.","56","2026-07-13 11:43:44"
"docs/TESTING.md","REVIEW","MEDIUM","Dokumentation ohne eindeutiges Aktiv-/Archiv-Signal; Inhalt prÃ¼fen.","92","2026-07-13 11:43:44"
"docs/text_library.json","REVIEW","MEDIUM","Dokumentation ohne eindeutiges Aktiv-/Archiv-Signal; Inhalt prÃ¼fen.","1253","2026-07-13 11:43:44"
"exports/08_07_2026_Next_show_broadcast_final.png","REVIEW","MEDIUM","Exportdatei: absichtlich versioniert oder generiert?","2332202","2026-07-13 11:43:44"
"exports/08_07_2026_Next_show_broadcast_preview.png","REVIEW","HIGH","Erzeugte Export-Vorschau; prÃ¼fen, ob sie versioniert werden soll.","2332202","2026-07-13 11:43:44"
"exports/banner_editor_preview.png","REVIEW","HIGH","Erzeugte Export-Vorschau; prÃ¼fen, ob sie versioniert werden soll.","1743355","2026-07-13 11:43:45"
"exports/caption_render.png","REVIEW","MEDIUM","Exportdatei: absichtlich versioniert oder generiert?","1577725","2026-07-15 14:19:53"
"exports/card_001_broadcast_final.png","REVIEW","MEDIUM","Exportdatei: absichtlich versioniert oder generiert?","2358106","2026-07-13 11:43:45"
"exports/card_001_broadcast_preview.png","REVIEW","HIGH","Erzeugte Export-Vorschau; prÃ¼fen, ob sie versioniert werden soll.","2358106","2026-07-13 11:43:45"
"exports/card_002_broadcast_final.png","REVIEW","MEDIUM","Exportdatei: absichtlich versioniert oder generiert?","2354463","2026-07-13 11:43:45"
"exports/card_002_broadcast_preview.png","REVIEW","HIGH","Erzeugte Export-Vorschau; prÃ¼fen, ob sie versioniert werden soll.","2354463","2026-07-13 11:43:45"
"exports/card_Default_Stream_Plan_broadcast_preview.png","REVIEW","HIGH","Erzeugte Export-Vorschau; prÃ¼fen, ob sie versioniert werden soll.","2700053","2026-07-15 11:34:01"
"exports/card_Default_Stream_Plan_final.png","REVIEW","MEDIUM","Exportdatei: absichtlich versioniert oder generiert?","2351638","2026-07-13 11:43:45"
"exports/card_Default_Stream_Plan_instagram_square_preview.png","REVIEW","HIGH","Erzeugte Export-Vorschau; prÃ¼fen, ob sie versioniert werden soll.","1262801","2026-07-15 11:38:46"
"exports/card_Default_Stream_Plan_preview.png","REVIEW","HIGH","Erzeugte Export-Vorschau; prÃ¼fen, ob sie versioniert werden soll.","33855","2026-07-13 11:43:45"
"exports/card_Default_Stream_Plan_tiktok_vertical_preview.png","REVIEW","HIGH","Erzeugte Export-Vorschau; prÃ¼fen, ob sie versioniert werden soll.","2738810","2026-07-15 11:39:12"
"exports/card_Default_Stream_Plan_youtube_thumb_preview.jpg","REVIEW","HIGH","Erzeugte Export-Vorschau; prÃ¼fen, ob sie versioniert werden soll.","170076","2026-07-15 11:38:21"
"exports/card_New_08_07_2026_broadcast_preview.png","REVIEW","HIGH","Erzeugte Export-Vorschau; prÃ¼fen, ob sie versioniert werden soll.","2332202","2026-07-13 11:43:45"
"exports/card_New_Template_2_final.png","REVIEW","MEDIUM","Exportdatei: absichtlich versioniert oder generiert?","34238","2026-07-13 11:43:45"
"exports/card_New_Template_2_preview.png","REVIEW","HIGH","Erzeugte Export-Vorschau; prÃ¼fen, ob sie versioniert werden soll.","34238","2026-07-13 11:43:45"
"exports/card_New_Template_3_preview.png","REVIEW","HIGH","Erzeugte Export-Vorschau; prÃ¼fen, ob sie versioniert werden soll.","2396855","2026-07-13 11:43:45"
"exports/card_New_Template_5_preview.png","REVIEW","HIGH","Erzeugte Export-Vorschau; prÃ¼fen, ob sie versioniert werden soll.","2628147","2026-07-13 11:43:45"
"exports/card_New_Template_7_preview.png","REVIEW","HIGH","Erzeugte Export-Vorschau; prÃ¼fen, ob sie versioniert werden soll.","2809839","2026-07-13 11:43:45"
"exports/card_New_Template_final.png","REVIEW","MEDIUM","Exportdatei: absichtlich versioniert oder generiert?","2350843","2026-07-13 11:43:45"
"exports/card_New_Template_preview.png","REVIEW","HIGH","Erzeugte Export-Vorschau; prÃ¼fen, ob sie versioniert werden soll.","2345401","2026-07-13 11:43:45"
"exports/card_next_show_copy_test_final.png","REVIEW","MEDIUM","Exportdatei: absichtlich versioniert oder generiert?","2330464","2026-07-13 11:43:46"
"exports/card_next_show_copy_test_preview.png","REVIEW","HIGH","Erzeugte Export-Vorschau; prÃ¼fen, ob sie versioniert werden soll.","2357129","2026-07-13 11:43:46"
"exports/card_next_show_test_test_broadcast_preview.png","REVIEW","HIGH","Erzeugte Export-Vorschau; prÃ¼fen, ob sie versioniert werden soll.","2345974","2026-07-13 11:43:46"
"exports/card_next_show_test_test_final.png","REVIEW","MEDIUM","Exportdatei: absichtlich versioniert oder generiert?","2345974","2026-07-13 11:43:46"
"exports/card_next_show_test_test_preview.png","REVIEW","HIGH","Erzeugte Export-Vorschau; prÃ¼fen, ob sie versioniert werden soll.","2345974","2026-07-13 11:43:46"
"exports/card_now_showing_broadcast_preview.png","REVIEW","HIGH","Erzeugte Export-Vorschau; prÃ¼fen, ob sie versioniert werden soll.","2004909","2026-07-13 11:43:46"
"exports/card_now_showing_preview.png","REVIEW","HIGH","Erzeugte Export-Vorschau; prÃ¼fen, ob sie versioniert werden soll.","2009720","2026-07-13 11:43:46"
"exports/card_now_showing_test_preview.png","REVIEW","HIGH","Erzeugte Export-Vorschau; prÃ¼fen, ob sie versioniert werden soll.","2016036","2026-07-13 11:43:46"
"exports/card_Test_broadcast_final.png","REVIEW","MEDIUM","Exportdatei: absichtlich versioniert oder generiert?","2361200","2026-07-13 11:43:46"
"exports/card_Test_broadcast_preview.png","REVIEW","HIGH","Erzeugte Export-Vorschau; prÃ¼fen, ob sie versioniert werden soll.","2361200","2026-07-13 11:43:46"
"exports/card_Test_instagram_square_final.png","REVIEW","MEDIUM","Exportdatei: absichtlich versioniert oder generiert?","1123050","2026-07-13 11:43:46"
"exports/card_Test_instagram_square_preview.png","REVIEW","HIGH","Erzeugte Export-Vorschau; prÃ¼fen, ob sie versioniert werden soll.","1123050","2026-07-13 11:43:46"
"exports/card_Test_obs_overlay_final.png","REVIEW","MEDIUM","Exportdatei: absichtlich versioniert oder generiert?","2360524","2026-07-13 11:43:46"
"exports/card_Test_obs_overlay_preview.png","REVIEW","HIGH","Erzeugte Export-Vorschau; prÃ¼fen, ob sie versioniert werden soll.","2360524","2026-07-13 11:43:46"
"exports/card_Test_preview.png","REVIEW","HIGH","Erzeugte Export-Vorschau; prÃ¼fen, ob sie versioniert werden soll.","2360524","2026-07-13 11:43:46"
"exports/card_Test_tiktok_vertical_final.png","REVIEW","MEDIUM","Exportdatei: absichtlich versioniert oder generiert?","2394687","2026-07-13 11:43:46"
"exports/card_Test_tiktok_vertical_preview.png","REVIEW","HIGH","Erzeugte Export-Vorschau; prÃ¼fen, ob sie versioniert werden soll.","2394687","2026-07-13 11:43:46"
"exports/card_Test_youtube_thumb_final.jpg","REVIEW","MEDIUM","Exportdatei: absichtlich versioniert oder generiert?","145751","2026-07-13 11:43:46"
"exports/card_Test_youtube_thumb_preview.jpg","REVIEW","HIGH","Erzeugte Export-Vorschau; prÃ¼fen, ob sie versioniert werden soll.","145751","2026-07-13 11:43:46"
"exports/card_test_zoom_etc_broadcast_preview.png","REVIEW","HIGH","Erzeugte Export-Vorschau; prÃ¼fen, ob sie versioniert werden soll.","2396855","2026-07-13 11:43:47"
"exports/card_test_zoom_etc_preview.png","REVIEW","HIGH","Erzeugte Export-Vorschau; prÃ¼fen, ob sie versioniert werden soll.","2396855","2026-07-13 11:43:47"
"exports/card_this_week_broadcast_final.png","REVIEW","MEDIUM","Exportdatei: absichtlich versioniert oder generiert?","2366879","2026-07-13 11:43:47"
"exports/card_this_week_broadcast_preview.png","REVIEW","HIGH","Erzeugte Export-Vorschau; prÃ¼fen, ob sie versioniert werden soll.","2366879","2026-07-13 11:43:47"
"exports/card_this_week_final.png","REVIEW","MEDIUM","Exportdatei: absichtlich versioniert oder generiert?","2366879","2026-07-13 11:43:47"
"exports/card_this_week_preview.png","REVIEW","HIGH","Erzeugte Export-Vorschau; prÃ¼fen, ob sie versioniert werden soll.","2366879","2026-07-13 11:43:47"
"exports/card_zoom_test_2_broadcast_final.png","REVIEW","MEDIUM","Exportdatei: absichtlich versioniert oder generiert?","2568263","2026-07-13 11:43:47"
"exports/card_zoom_test_2_broadcast_preview.png","REVIEW","HIGH","Erzeugte Export-Vorschau; prÃ¼fen, ob sie versioniert werden soll.","2568263","2026-07-13 11:43:47"
"exports/card_zoom_test_2_final.png","REVIEW","MEDIUM","Exportdatei: absichtlich versioniert oder generiert?","2583974","2026-07-13 11:43:47"
"exports/card_zoom_test_2_preview.png","REVIEW","HIGH","Erzeugte Export-Vorschau; prÃ¼fen, ob sie versioniert werden soll.","2568263","2026-07-13 11:43:47"
"exports/card_zoom_test_3_broadcast_final.png","REVIEW","MEDIUM","Exportdatei: absichtlich versioniert oder generiert?","2346201","2026-07-13 11:43:47"
"exports/card_zoom_test_3_broadcast_preview.png","REVIEW","HIGH","Erzeugte Export-Vorschau; prÃ¼fen, ob sie versioniert werden soll.","2346968","2026-07-14 12:09:14"
"exports/card_zoom_test_3_final.png","REVIEW","MEDIUM","Exportdatei: absichtlich versioniert oder generiert?","2344740","2026-07-13 11:43:47"
"exports/card_zoom_test_3_preview.png","REVIEW","HIGH","Erzeugte Export-Vorschau; prÃ¼fen, ob sie versioniert werden soll.","2344870","2026-07-13 11:43:47"
"INSTALL_VOICE_DEPENDENCIES.bat","REVIEW","LOW","Keine sichere automatische Klassifikation.","576","2026-07-14 12:06:10"
"RENDERING_FOUNDATION.md","REVIEW","LOW","Keine sichere automatische Klassifikation.","1189","2026-07-13 11:43:48"
"VADAFOK_CODE_ONLY.zip","REVIEW","HIGH","Eingechecktes Archiv; Nutzen und AktualitÃ¤t prÃ¼fen.","521021","2026-07-13 11:43:48"
